	APMC	Commodity	combined_label	date	modal_price	quarter	deseasonalise_price
4281	parli-vaijnath	gram	parli-vaijnath:gram	2015-12-01	3539	4	3458.513665136273
4343	parli-vaijnath	gram	parli-vaijnath:gram	2015-02-01	3550	1	3600.2310284265677
4344	parli-vaijnath	gram	parli-vaijnath:gram	2016-02-01	4150	1	4208.720779709931
4407	parli-vaijnath	gram	parli-vaijnath:gram	2015-01-01	2575	1	2611.4351825911017
4408	parli-vaijnath	gram	parli-vaijnath:gram	2016-01-01	4235	1	4294.923494475074
4470	parli-vaijnath	gram	parli-vaijnath:gram	2015-07-01	3971	3	4124.550512944906
4532	parli-vaijnath	gram	parli-vaijnath:gram	2015-06-01	4071	2	3717.0037925730876
4533	parli-vaijnath	gram	parli-vaijnath:gram	2016-06-01	6054	2	5527.570857341556
4595	parli-vaijnath	gram	parli-vaijnath:gram	2015-03-01	3398	1	3446.0802914347823
4596	parli-vaijnath	gram	parli-vaijnath:gram	2016-03-01	4223	1	4282.753699449407
4658	parli-vaijnath	gram	parli-vaijnath:gram	2015-05-01	4350	2	3971.743182926291
4659	parli-vaijnath	gram	parli-vaijnath:gram	2016-05-01	5326	2	4862.874526957569
4721	parli-vaijnath	gram	parli-vaijnath:gram	2014-11-01	2370	4	2316.09985486662
4722	parli-vaijnath	gram	parli-vaijnath:gram	2015-11-01	4000	4	3909.029290914126
4811	parli-vaijnath	gram	parli-vaijnath:gram	2014-10-01	2186	4	2136.28450748457
4812	parli-vaijnath	gram	parli-vaijnath:gram	2015-10-01	5100	4	4984.01234591551
4813	parli-vaijnath	gram	parli-vaijnath:gram	2016-10-01	8600	4	8404.412975465371
4905	parli-vaijnath	gram	parli-vaijnath:gram	2014-09-01	2282	3	2370.2403098817113
4906	parli-vaijnath	gram	parli-vaijnath:gram	2015-09-01	4213	3	4375.908161933238
23484	parli-vaijnath	gram	parli-vaijnath:gram	2016-11-01	6500	4	6352.1725977354545
4156	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-04-01	5760	2	5414.4
4157	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-04-01	8416	2	8070.4
4220	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-08-01	7325	3	7400.428571428572
4221	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-08-01	7120	3	7195.428571428572
4282	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2014-12-01	4087	4	4258.6875
4283	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-12-01	8742	4	8913.6875
4345	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-02-01	5599	1	5691.75
4346	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-02-01	7850	1	7942.75
4409	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-01-01	4961	1	5053.75
4410	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-01-01	8540	1	8632.75
4471	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-07-01	6093	3	6168.428571428572
4472	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-07-01	8450	3	8525.42857142857
4534	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-06-01	6564	2	6218.4
4535	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-06-01	8272	2	7926.4
4597	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-03-01	5709	1	5801.75
4598	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-03-01	7361	1	7453.75
4660	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-05-01	6363	2	6017.4
4661	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-05-01	8339	2	7993.4
4723	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2014-11-01	4340	4	4511.6875
4724	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-11-01	8250	4	8421.6875
4814	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2014-10-01	7439	4	7610.6875
4815	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-10-01	7384	4	7555.6875
4816	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-10-01	5505	4	5676.6875
4907	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2014-09-01	4426	3	4501.428571428572
4908	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2015-09-01	8340	3	8415.42857142857
4909	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-09-01	5835	3	5910.428571428572
23485	parli-vaijnath	pigeon pea (tur)	parli-vaijnath:pigeon pea (tur)	2016-11-01	4300	4	4471.6875
4152	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-04-01	1503	2	1508.0894447688763
4153	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-04-01	1593	2	1598.3942019406652
4216	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-08-01	1670	3	1661.1759896521294
4217	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-08-01	1606	3	1597.5141553181554
4278	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2014-12-01	1689	4	1684.2006388321984
4279	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-12-01	1726	4	1721.0955018498369
4341	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-02-01	1502	1	1507.6724233821844
4342	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-02-01	1675	1	1681.3257717477757
4405	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-01-01	1538	1	1543.8083802675098
4406	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-01-01	1628	1	1634.1482724808232
4468	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-07-01	1294	3	1287.162712940033
4469	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-07-01	1693	3	1684.054461365901
4530	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-06-01	1422	2	1426.815163314266
4531	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-06-01	1586	2	1591.3704986050816
4593	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-03-01	1591	1	1597.00853901535
4594	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-03-01	1607	1	1613.0689642977168
4656	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-05-01	1341	2	1345.540881859656
4657	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-05-01	1564	2	1569.2960024075333
4719	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2014-11-01	1678	4	1673.2318957729003
4720	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-11-01	1824	4	1818.8170309235818
4808	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2014-10-01	1522	4	1517.6751760228572
4809	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-10-01	1591	4	1586.4791097584532
4810	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-10-01	1542	4	1537.6183452215807
4902	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2014-09-01	1235	3	1228.474459413401
4903	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2015-09-01	1515	3	1506.9949846245365
4904	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-09-01	1585	3	1576.6251159273204
23483	parli-vaijnath	sorgum(jawar)	parli-vaijnath:sorgum(jawar)	2016-11-01	1565	4	1560.5529898001128
4158	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-04-01	3645	2	3588.982980169573
4159	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-04-01	3980	2	3918.8346395267213
4222	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-08-01	3295	3	3293.8693818047686
4223	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-08-01	3346	3	3344.8518820997742
4284	parli-vaijnath	soybean	parli-vaijnath:soybean	2014-12-01	3265	4	3366.425061610249
4285	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-12-01	3660	4	3773.695474883158
4347	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-02-01	3304	1	3307.070461886104
4348	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-02-01	3719	1	3722.4561282549703
4411	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-01-01	3318	1	3321.083472317825
4412	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-01-01	3721	1	3724.4579868880733
4473	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-07-01	3489	3	3487.8028142994954
4474	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-07-01	3753	3	3751.712227591289
4536	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-06-01	3559	2	3504.3046437375883
4537	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-06-01	3834	2	3775.078393956143
4599	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-03-01	3267	1	3270.036077173699
4600	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-03-01	3729	1	3732.465421420485
4662	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-05-01	3880	2	3820.371457629065
4663	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-05-01	3908	2	3847.9411485604087
4725	parli-vaijnath	soybean	parli-vaijnath:soybean	2014-11-01	3339	4	3442.723822577832
4726	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-11-01	3758	4	3874.7397799483356
4817	parli-vaijnath	soybean	parli-vaijnath:soybean	2014-10-01	3170	4	3268.4739495572708
4818	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-10-01	3741	4	3857.2116862125395
4819	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-10-01	2817	4	2904.508238455152
4910	parli-vaijnath	soybean	parli-vaijnath:soybean	2014-09-01	3211	3	3209.898204848289
4911	parli-vaijnath	soybean	parli-vaijnath:soybean	2015-09-01	3325	3	3323.859087860654
4912	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-09-01	3337	3	3335.8549702830082
23486	parli-vaijnath	soybean	parli-vaijnath:soybean	2016-11-01	2605	4	2685.9225989264005
8199	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-04-01	1601	2	1581.574929102092
8200	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-04-01	1739	2	1717.9005632158264
8237	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-08-01	1359	3	1345.7110905062514
8238	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-08-01	1690	3	1673.474424544198
8275	partur	sorgum(jawar)	partur:sorgum(jawar)	2014-12-01	1128	4	1112.988294365225
8276	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-12-01	1606	4	1584.6269510199925
8311	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-02-01	1243	1	1264.302970505073
8312	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-02-01	1604	1	1631.4899152776647
8349	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-01-01	1212	1	1232.771681618784
8350	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-01-01	1415	1	1439.2507669064187
8386	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-07-01	1231	3	1218.9627317242057
8387	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-07-01	1819	3	1801.2130048792285
8422	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-06-01	1404	2	1386.965147070167
8423	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-06-01	1780	2	1758.4031066843997
8460	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-03-01	1342	1	1364.999667270964
8461	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-03-01	1646	1	1674.2097260268306
8497	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-05-01	1475	2	1457.1036979547694
8498	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-05-01	1751	2	1729.7549661822381
8535	partur	sorgum(jawar)	partur:sorgum(jawar)	2014-11-01	1390	4	1371.5015329500557
8536	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-11-01	1728	4	1705.0033445594936
8585	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-10-01	1292	4	1274.8057414183252
8586	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-10-01	1782	4	1758.2846990769779
8634	partur	sorgum(jawar)	partur:sorgum(jawar)	2014-09-01	1860	3	1841.8120885516025
8635	partur	sorgum(jawar)	partur:sorgum(jawar)	2015-09-01	1378	3	1364.5253000129615
8636	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-09-01	1642	3	1625.9437900009307
23489	partur	sorgum(jawar)	partur:sorgum(jawar)	2016-11-01	2050	4	2022.7180881637512
8197	partur	wheat(husked)	partur:wheat(husked)	2015-04-01	1976	2	1974.7
8198	partur	wheat(husked)	partur:wheat(husked)	2016-04-01	1930	2	1928.7
8235	partur	wheat(husked)	partur:wheat(husked)	2015-08-01	1617	3	1603.0714285714287
8236	partur	wheat(husked)	partur:wheat(husked)	2016-08-01	1922	3	1908.0714285714287
8273	partur	wheat(husked)	partur:wheat(husked)	2014-12-01	1451	4	1446.5
8274	partur	wheat(husked)	partur:wheat(husked)	2015-12-01	1805	4	1800.5
8309	partur	wheat(husked)	partur:wheat(husked)	2015-02-01	1445	1	1458.0833333333333
8310	partur	wheat(husked)	partur:wheat(husked)	2016-02-01	1862	1	1875.0833333333333
8347	partur	wheat(husked)	partur:wheat(husked)	2015-01-01	1530	1	1543.0833333333333
8348	partur	wheat(husked)	partur:wheat(husked)	2016-01-01	1738	1	1751.0833333333333
8384	partur	wheat(husked)	partur:wheat(husked)	2015-07-01	1556	3	1542.0714285714287
8385	partur	wheat(husked)	partur:wheat(husked)	2016-07-01	2001	3	1987.0714285714287
8420	partur	wheat(husked)	partur:wheat(husked)	2015-06-01	1655	2	1653.7
8421	partur	wheat(husked)	partur:wheat(husked)	2016-06-01	1981	2	1979.7
8458	partur	wheat(husked)	partur:wheat(husked)	2015-03-01	1454	1	1467.0833333333333
8459	partur	wheat(husked)	partur:wheat(husked)	2016-03-01	1891	1	1904.0833333333333
8495	partur	wheat(husked)	partur:wheat(husked)	2015-05-01	1721	2	1719.7
8496	partur	wheat(husked)	partur:wheat(husked)	2016-05-01	1970	2	1968.7
8533	partur	wheat(husked)	partur:wheat(husked)	2014-11-01	1484	4	1479.5
8534	partur	wheat(husked)	partur:wheat(husked)	2015-11-01	1674	4	1669.5
8583	partur	wheat(husked)	partur:wheat(husked)	2015-10-01	1675	4	1670.5
8584	partur	wheat(husked)	partur:wheat(husked)	2016-10-01	1941	4	1936.5
8631	partur	wheat(husked)	partur:wheat(husked)	2014-09-01	1487	3	1473.0714285714287
8632	partur	wheat(husked)	partur:wheat(husked)	2015-09-01	1630	3	1616.0714285714287
8633	partur	wheat(husked)	partur:wheat(husked)	2016-09-01	1881	3	1867.0714285714287
23019	partur	wheat(husked)	partur:wheat(husked)	2016-11-01	2090	4	2085.5
17594	patan	brinjal	patan:brinjal	2015-04-01	617	2	570.2481236677773
17595	patan	brinjal	patan:brinjal	2016-04-01	1397	2	1291.1452654195866
17720	patan	brinjal	patan:brinjal	2015-08-01	890	3	917.7760788163349
17721	patan	brinjal	patan:brinjal	2016-08-01	1913	3	1972.7029649164592
17849	patan	brinjal	patan:brinjal	2014-12-01	2128	4	2067.314345009617
17850	patan	brinjal	patan:brinjal	2015-12-01	1625	4	1578.658745601799
17977	patan	brinjal	patan:brinjal	2015-02-01	1019	1	1023.4553263848502
17978	patan	brinjal	patan:brinjal	2016-02-01	936	1	940.092429338783
18107	patan	brinjal	patan:brinjal	2015-01-01	1525	1	1531.6676866897906
18108	patan	brinjal	patan:brinjal	2016-01-01	2488	1	2498.8781668748843
18233	patan	brinjal	patan:brinjal	2015-07-01	865	3	891.9958518832918
18234	patan	brinjal	patan:brinjal	2016-07-01	2121	3	2187.194452999378
18361	patan	brinjal	patan:brinjal	2015-06-01	685	2	633.0955667948581
18362	patan	brinjal	patan:brinjal	2016-06-01	1953	2	1805.015535693953
18489	patan	brinjal	patan:brinjal	2015-03-01	1110	1	1114.853201459454
18490	patan	brinjal	patan:brinjal	2016-03-01	1206	1	1211.2729378018932
18617	patan	brinjal	patan:brinjal	2015-05-01	444	2	410.35683453564525
18618	patan	brinjal	patan:brinjal	2016-05-01	1389	2	1283.7514485811064
18746	patan	brinjal	patan:brinjal	2014-11-01	2742	4	2663.804480270851
18747	patan	brinjal	patan:brinjal	2015-11-01	1621	4	1574.772816381856
18907	patan	brinjal	patan:brinjal	2014-10-01	1587	4	1541.7424180123414
18908	patan	brinjal	patan:brinjal	2015-10-01	1338	4	1299.8433240708966
18909	patan	brinjal	patan:brinjal	2016-10-01	2709	4	2631.745564206322
19098	patan	brinjal	patan:brinjal	2014-09-01	1685	3	1737.5872952871061
19099	patan	brinjal	patan:brinjal	2015-09-01	794	3	818.7800073934494
19100	patan	brinjal	patan:brinjal	2016-09-01	1477	3	1523.0958072041874
23331	patan	brinjal	patan:brinjal	2016-11-01	1483	4	1440.7082582938262
17590	patan	cabbage	patan:cabbage	2015-04-01	550	2	561.6
17591	patan	cabbage	patan:cabbage	2016-04-01	1161	2	1172.6
17716	patan	cabbage	patan:cabbage	2015-08-01	846	3	715.0714285714286
17717	patan	cabbage	patan:cabbage	2016-08-01	1521	3	1390.0714285714287
17845	patan	cabbage	patan:cabbage	2014-12-01	1015	4	1054.0625
17846	patan	cabbage	patan:cabbage	2015-12-01	1128	4	1167.0625
17973	patan	cabbage	patan:cabbage	2015-02-01	1014	1	1105.4166666666667
17974	patan	cabbage	patan:cabbage	2016-02-01	583	1	674.4166666666666
18103	patan	cabbage	patan:cabbage	2015-01-01	1057	1	1148.4166666666667
18104	patan	cabbage	patan:cabbage	2016-01-01	1107	1	1198.4166666666667
18229	patan	cabbage	patan:cabbage	2015-07-01	833	3	702.0714285714286
18230	patan	cabbage	patan:cabbage	2016-07-01	2520	3	2389.0714285714284
18357	patan	cabbage	patan:cabbage	2015-06-01	740	2	751.6
18358	patan	cabbage	patan:cabbage	2016-06-01	1626	2	1637.6
18485	patan	cabbage	patan:cabbage	2015-03-01	650	1	741.4166666666666
18486	patan	cabbage	patan:cabbage	2016-03-01	550	1	641.4166666666666
18613	patan	cabbage	patan:cabbage	2015-05-01	650	2	661.6
18614	patan	cabbage	patan:cabbage	2016-05-01	717	2	728.6
18742	patan	cabbage	patan:cabbage	2014-11-01	777	4	816.0625
18743	patan	cabbage	patan:cabbage	2015-11-01	1094	4	1133.0625
18901	patan	cabbage	patan:cabbage	2014-10-01	664	4	703.0625
18902	patan	cabbage	patan:cabbage	2015-10-01	694	4	733.0625
18903	patan	cabbage	patan:cabbage	2016-10-01	494	4	533.0625
19092	patan	cabbage	patan:cabbage	2014-09-01	836	3	705.0714285714286
19093	patan	cabbage	patan:cabbage	2015-09-01	650	3	519.0714285714286
19094	patan	cabbage	patan:cabbage	2016-09-01	554	3	423.07142857142856
23329	patan	cabbage	patan:cabbage	2016-11-01	545	4	584.0625
17588	patan	flower	patan:flower	2015-04-01	775	2	639.3
17589	patan	flower	patan:flower	2016-04-01	1579	2	1443.3
17714	patan	flower	patan:flower	2015-08-01	1196	3	1177.857142857143
17715	patan	flower	patan:flower	2016-08-01	1619	3	1600.857142857143
17843	patan	flower	patan:flower	2014-12-01	1917	4	1952.4375
17844	patan	flower	patan:flower	2015-12-01	1450	4	1485.4375
17971	patan	flower	patan:flower	2015-02-01	910	1	991.5833333333334
17972	patan	flower	patan:flower	2016-02-01	607	1	688.5833333333334
18101	patan	flower	patan:flower	2015-01-01	900	1	981.5833333333334
18102	patan	flower	patan:flower	2016-01-01	1334	1	1415.5833333333333
18227	patan	flower	patan:flower	2015-07-01	1404	3	1385.857142857143
18228	patan	flower	patan:flower	2016-07-01	1879	3	1860.857142857143
18355	patan	flower	patan:flower	2015-06-01	890	2	754.3
18356	patan	flower	patan:flower	2016-06-01	1573	2	1437.3
18483	patan	flower	patan:flower	2015-03-01	730	1	811.5833333333334
18484	patan	flower	patan:flower	2016-03-01	710	1	791.5833333333334
18611	patan	flower	patan:flower	2015-05-01	1050	2	914.3
18612	patan	flower	patan:flower	2016-05-01	1569	2	1433.3
18740	patan	flower	patan:flower	2014-11-01	1729	4	1764.4375
18741	patan	flower	patan:flower	2015-11-01	1238	4	1273.4375
18898	patan	flower	patan:flower	2014-10-01	1550	4	1585.4375
18899	patan	flower	patan:flower	2015-10-01	1211	4	1246.4375
18900	patan	flower	patan:flower	2016-10-01	1481	4	1516.4375
19089	patan	flower	patan:flower	2014-09-01	1422	3	1403.857142857143
19090	patan	flower	patan:flower	2015-09-01	756	3	737.8571428571429
19091	patan	flower	patan:flower	2016-09-01	1150	3	1131.857142857143
23328	patan	flower	patan:flower	2016-11-01	840	4	875.4375
17586	patan	ginger (fresh)	patan:ginger (fresh)	2015-04-01	2890	2	3009.6
17587	patan	ginger (fresh)	patan:ginger (fresh)	2016-04-01	2268	2	2387.6
17712	patan	ginger (fresh)	patan:ginger (fresh)	2015-08-01	3144	3	3147.3571428571427
17713	patan	ginger (fresh)	patan:ginger (fresh)	2016-08-01	2384	3	2387.3571428571427
17841	patan	ginger (fresh)	patan:ginger (fresh)	2014-12-01	3600	4	3633.75
17842	patan	ginger (fresh)	patan:ginger (fresh)	2015-12-01	2642	4	2675.75
17969	patan	ginger (fresh)	patan:ginger (fresh)	2015-02-01	3458	1	3398.9166666666665
17970	patan	ginger (fresh)	patan:ginger (fresh)	2016-02-01	2921	1	2861.9166666666665
18099	patan	ginger (fresh)	patan:ginger (fresh)	2015-01-01	3453	1	3393.9166666666665
18100	patan	ginger (fresh)	patan:ginger (fresh)	2016-01-01	3025	1	2965.9166666666665
18225	patan	ginger (fresh)	patan:ginger (fresh)	2015-07-01	3092	3	3095.3571428571427
18226	patan	ginger (fresh)	patan:ginger (fresh)	2016-07-01	2604	3	2607.3571428571427
18353	patan	ginger (fresh)	patan:ginger (fresh)	2015-06-01	2498	2	2617.6
18354	patan	ginger (fresh)	patan:ginger (fresh)	2016-06-01	2571	2	2690.6
18481	patan	ginger (fresh)	patan:ginger (fresh)	2015-03-01	3850	1	3790.9166666666665
18482	patan	ginger (fresh)	patan:ginger (fresh)	2016-03-01	2897	1	2837.9166666666665
18609	patan	ginger (fresh)	patan:ginger (fresh)	2015-05-01	1300	2	1419.6
18610	patan	ginger (fresh)	patan:ginger (fresh)	2016-05-01	2356	2	2475.6
18738	patan	ginger (fresh)	patan:ginger (fresh)	2014-11-01	4263	4	4296.75
18739	patan	ginger (fresh)	patan:ginger (fresh)	2015-11-01	3085	4	3118.75
18895	patan	ginger (fresh)	patan:ginger (fresh)	2014-10-01	3942	4	3975.75
18896	patan	ginger (fresh)	patan:ginger (fresh)	2015-10-01	3000	4	3033.75
18897	patan	ginger (fresh)	patan:ginger (fresh)	2016-10-01	1830	4	1863.75
19086	patan	ginger (fresh)	patan:ginger (fresh)	2014-09-01	4837	3	4840.357142857143
19087	patan	ginger (fresh)	patan:ginger (fresh)	2015-09-01	3316	3	3319.3571428571427
19088	patan	ginger (fresh)	patan:ginger (fresh)	2016-09-01	2088	3	2091.3571428571427
23327	patan	ginger (fresh)	patan:ginger (fresh)	2016-11-01	1816	4	1849.75
17596	patan	green chilli	patan:green chilli	2015-04-01	527	2	12.5
17597	patan	green chilli	patan:green chilli	2016-04-01	5181	2	4666.5
17722	patan	green chilli	patan:green chilli	2015-08-01	2286	3	2231.9285714285716
17723	patan	green chilli	patan:green chilli	2016-08-01	4474	3	4419.928571428572
17851	patan	green chilli	patan:green chilli	2014-12-01	2379	4	2734.0625
17852	patan	green chilli	patan:green chilli	2015-12-01	2262	4	2617.0625
17979	patan	green chilli	patan:green chilli	2015-02-01	3036	1	2982.75
17980	patan	green chilli	patan:green chilli	2016-02-01	4256	1	4202.75
18109	patan	green chilli	patan:green chilli	2015-01-01	2875	1	2821.75
18110	patan	green chilli	patan:green chilli	2016-01-01	3988	1	3934.75
18235	patan	green chilli	patan:green chilli	2015-07-01	3192	3	3137.9285714285716
18236	patan	green chilli	patan:green chilli	2016-07-01	5143	3	5088.928571428572
18363	patan	green chilli	patan:green chilli	2015-06-01	2133	2	1618.5
18364	patan	green chilli	patan:green chilli	2016-06-01	5062	2	4547.5
18491	patan	green chilli	patan:green chilli	2015-03-01	3075	1	3021.75
18492	patan	green chilli	patan:green chilli	2016-03-01	3975	1	3921.75
18619	patan	green chilli	patan:green chilli	2015-05-01	190	2	-324.5
18620	patan	green chilli	patan:green chilli	2016-05-01	4547	2	4032.5
18748	patan	green chilli	patan:green chilli	2014-11-01	2600	4	2955.0625
18749	patan	green chilli	patan:green chilli	2015-11-01	1500	4	1855.0625
18910	patan	green chilli	patan:green chilli	2014-10-01	1870	4	2225.0625
18911	patan	green chilli	patan:green chilli	2015-10-01	1412	4	1767.0625
18912	patan	green chilli	patan:green chilli	2016-10-01	1458	4	1813.0625
19101	patan	green chilli	patan:green chilli	2014-09-01	2655	3	2600.9285714285716
19102	patan	green chilli	patan:green chilli	2015-09-01	1673	3	1618.9285714285713
19103	patan	green chilli	patan:green chilli	2016-09-01	1767	3	1712.9285714285713
23332	patan	green chilli	patan:green chilli	2016-11-01	1387	4	1742.0625
17592	patan	tomato	patan:tomato	2015-04-01	559	2	218.5
17593	patan	tomato	patan:tomato	2016-04-01	1063	2	722.5
17718	patan	tomato	patan:tomato	2015-08-01	840	3	826.5714285714286
17719	patan	tomato	patan:tomato	2016-08-01	1225	3	1211.5714285714287
17847	patan	tomato	patan:tomato	2014-12-01	1464	4	1469.5
17848	patan	tomato	patan:tomato	2015-12-01	1494	4	1499.5
17975	patan	tomato	patan:tomato	2015-02-01	1308	1	1582.1666666666667
17976	patan	tomato	patan:tomato	2016-02-01	800	1	1074.1666666666667
18105	patan	tomato	patan:tomato	2015-01-01	1760	1	2034.1666666666667
18106	patan	tomato	patan:tomato	2016-01-01	1700	1	1974.1666666666667
18231	patan	tomato	patan:tomato	2015-07-01	1322	3	1308.5714285714287
18232	patan	tomato	patan:tomato	2016-07-01	2320	3	2306.5714285714284
18359	patan	tomato	patan:tomato	2015-06-01	634	2	293.5
18360	patan	tomato	patan:tomato	2016-06-01	4114	2	3773.5
18487	patan	tomato	patan:tomato	2015-03-01	1227	1	1501.1666666666667
18488	patan	tomato	patan:tomato	2016-03-01	618	1	892.1666666666667
18615	patan	tomato	patan:tomato	2015-05-01	227	2	-113.5
18616	patan	tomato	patan:tomato	2016-05-01	1725	2	1384.5
18744	patan	tomato	patan:tomato	2014-11-01	1000	4	1005.5
18745	patan	tomato	patan:tomato	2015-11-01	2704	4	2709.5
